event_id,timestamp,control_id,domain,system,parameter,baseline_value,current_value,drift_detected,severity,action,changed_by,change_source,approval_status,environment,maintenance_window
EVT-000594,2026-01-26T17:27:00Z,CTRL-CLD-006,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_041,maintenance,approved,staging,True
EVT-000565,2026-01-26T18:13:43Z,CTRL-NET-009,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_018,change_request,approved,production,True
EVT-000088,2026-01-27T04:05:21Z,CTRL-SRV-021,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_030,manual,approved,production,False
EVT-000290,2026-01-27T10:50:56Z,CTRL-CLD-020,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_008,maintenance,approved,testing,True
EVT-000195,2026-01-27T11:18:49Z,CTRL-SRV-018,Endpoint,Linux Server,auditd_enabled,Running,Stopped,True,HIGH,modification,admin_010,maintenance,approved,staging,True
EVT-000379,2026-01-27T11:24:12Z,CTRL-LOG-011,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_007,maintenance,approved,development,True
EVT-000538,2026-01-27T12:35:33Z,CTRL-CLD-016,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_026,change_request,approved,testing,True
EVT-000768,2026-01-27T12:38:11Z,CTRL-CLD-007,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_045,maintenance,pending,development,False
EVT-000512,2026-01-27T12:40:20Z,CTRL-CLD-022,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_013,change_request,approved,staging,True
EVT-000085,2026-01-27T15:29:52Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_039,manual,pending,production,False
EVT-000175,2026-01-27T17:43:07Z,CTRL-LOG-024,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_021,change_request,approved,testing,False
EVT-000415,2026-01-27T22:37:14Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_026,change_request,approved,testing,True
EVT-000288,2026-01-28T04:17:17Z,CTRL-CLD-007,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_049,change_request,approved,development,True
EVT-000616,2026-01-28T09:27:36Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_009,maintenance,approved,production,True
EVT-000466,2026-01-28T11:10:28Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_015,change_request,approved,testing,True
EVT-000821,2026-01-29T06:41:31Z,CTRL-SRV-030,Endpoint,Linux Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_010,change_request,pending,staging,False
EVT-000180,2026-01-29T08:53:51Z,CTRL-LOG-021,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_028,change_request,approved,production,False
EVT-000094,2026-01-29T10:48:00Z,CTRL-SRV-021,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_049,change_request,approved,production,False
EVT-000244,2026-01-29T10:56:42Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_035,change_request,approved,development,False
EVT-000037,2026-01-29T11:08:04Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_002,emergency,emergency,testing,False
EVT-000645,2026-01-29T11:08:50Z,CTRL-NET-021,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_027,maintenance,approved,production,True
EVT-000433,2026-01-29T12:47:16Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_007,change_request,approved,production,True
EVT-000553,2026-01-29T14:59:09Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_011,maintenance,approved,development,True
EVT-000585,2026-01-29T15:25:27Z,CTRL-NET-014,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_022,change_request,approved,staging,True
EVT-000426,2026-01-30T08:14:19Z,CTRL-CLD-008,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_009,maintenance,approved,testing,True
EVT-000334,2026-01-30T13:51:38Z,CTRL-LOG-015,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_031,change_request,approved,development,True
EVT-000533,2026-01-30T14:40:15Z,CTRL-SRV-007,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_005,change_request,approved,development,True
EVT-000341,2026-01-30T16:40:55Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_027,change_request,approved,testing,True
EVT-000340,2026-01-30T16:48:46Z,CTRL-IAM-014,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_038,maintenance,approved,staging,True
EVT-000975,2026-01-31T03:22:34Z,CTRL-IAM-011,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_021,manual,approved,development,True
EVT-000143,2026-01-31T10:21:16Z,CTRL-NET-014,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_013,change_request,pending,staging,False
EVT-000042,2026-01-31T11:07:05Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,modification,admin_014,emergency,emergency,testing,False
EVT-000862,2026-01-31T13:47:18Z,CTRL-IAM-006,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_034,change_request,approved,staging,False
EVT-000329,2026-01-31T16:38:16Z,CTRL-LOG-023,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_017,change_request,approved,development,True
EVT-000484,2026-01-31T17:39:20Z,CTRL-NET-020,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_003,maintenance,approved,testing,True
EVT-000002,2026-01-31T17:57:27Z,CTRL-IAM-022,Identity,Microsoft Entra ID,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_014,emergency,emergency,staging,False
EVT-000674,2026-01-31T22:06:18Z,CTRL-IAM-020,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_049,maintenance,approved,testing,True
EVT-000977,2026-02-01T08:10:03Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_036,emergency,approved,development,False
EVT-000418,2026-02-01T12:21:45Z,CTRL-CLD-010,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_046,change_request,approved,staging,True
EVT-000312,2026-02-01T13:20:13Z,CTRL-LOG-006,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_015,maintenance,approved,staging,True
EVT-000853,2026-02-01T16:06:23Z,CTRL-IAM-009,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_039,maintenance,approved,production,False
EVT-000990,2026-02-02T10:51:50Z,CTRL-SRV-007,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_020,manual,approved,development,False
EVT-000916,2026-02-02T11:13:42Z,CTRL-SRV-004,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_018,change_request,approved,testing,False
EVT-000749,2026-02-02T16:08:49Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_007,manual,pending,production,False
EVT-000414,2026-02-02T16:35:48Z,CTRL-LOG-014,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_035,maintenance,approved,staging,True
EVT-000103,2026-02-02T17:49:04Z,CTRL-CLD-004,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_035,change_request,pending,testing,False
EVT-000039,2026-02-02T21:44:03Z,CTRL-CLD-006,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_025,emergency,pending,staging,False
EVT-000270,2026-02-03T09:43:20Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_003,change_request,approved,testing,False
EVT-000536,2026-02-03T13:31:35Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_027,maintenance,approved,testing,True
EVT-000224,2026-02-03T13:55:37Z,CTRL-IAM-010,Identity,AWS IAM,access_key_rotation,90 days,Never,True,MEDIUM,modification,admin_031,maintenance,approved,staging,True
EVT-000518,2026-02-03T15:52:26Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_007,maintenance,approved,testing,True
EVT-000659,2026-02-03T16:08:15Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_026,maintenance,approved,development,True
EVT-000213,2026-02-03T16:44:44Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_050,change_request,approved,production,True
EVT-000463,2026-02-04T08:38:04Z,CTRL-NET-027,Network,Palo Alto Firewall,logging_enabled,Enabled,Enabled,False,NONE,modification,admin_032,maintenance,approved,development,True
EVT-000100,2026-02-04T12:12:52Z,CTRL-CLD-003,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_024,manual,pending,development,False
EVT-000983,2026-02-04T16:47:59Z,CTRL-CLD-017,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_014,emergency,approved,production,True
EVT-000070,2026-02-04T17:27:01Z,CTRL-SRV-006,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_048,manual,pending,staging,False
EVT-000232,2026-02-04T18:49:14Z,CTRL-CLD-026,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_007,change_request,approved,staging,True
EVT-000238,2026-02-05T08:56:28Z,CTRL-CLD-014,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_001,maintenance,approved,staging,True
EVT-000956,2026-02-05T14:57:19Z,CTRL-CLD-019,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_050,maintenance,approved,development,False
EVT-000689,2026-02-05T15:09:46Z,CTRL-IAM-018,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_036,maintenance,approved,staging,True
EVT-000735,2026-02-05T15:18:50Z,CTRL-LOG-018,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,rollback,admin_038,change_request,pending,staging,False
EVT-000266,2026-02-06T12:07:48Z,CTRL-SRV-014,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_024,maintenance,approved,staging,True
EVT-000838,2026-02-06T18:53:38Z,CTRL-IAM-007,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,rollback,admin_021,maintenance,pending,development,True
EVT-000284,2026-02-06T19:55:47Z,CTRL-NET-019,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_001,maintenance,approved,development,True
EVT-000699,2026-02-06T21:46:56Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_001,maintenance,approved,production,True
EVT-000007,2026-02-06T23:50:10Z,CTRL-LOG-016,Cloud,AWS CloudTrail,kms_encryption,Enabled,Disabled,True,CRITICAL,modification,admin_026,manual,emergency,testing,False
EVT-000969,2026-02-07T13:04:19Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_002,change_request,approved,development,True
EVT-000084,2026-02-07T13:07:13Z,CTRL-NET-013,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_012,manual,approved,production,False
EVT-000703,2026-02-07T13:29:44Z,CTRL-NET-001,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_014,change_request,approved,production,True
EVT-000918,2026-02-07T15:28:09Z,CTRL-SRV-030,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_017,manual,approved,staging,True
EVT-000722,2026-02-07T17:12:29Z,CTRL-SRV-016,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_043,change_request,approved,testing,True
EVT-000269,2026-02-08T09:17:13Z,CTRL-CLD-013,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_045,change_request,approved,production,False
EVT-000999,2026-02-08T09:23:39Z,CTRL-LOG-013,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_043,change_request,approved,production,False
EVT-000182,2026-02-08T10:16:46Z,CTRL-CLD-009,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_022,maintenance,approved,production,False
EVT-000054,2026-02-08T14:32:22Z,CTRL-LOG-002,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,modification,admin_045,manual,emergency,staging,False
EVT-000011,2026-02-08T15:53:27Z,CTRL-SRV-010,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_007,manual,emergency,staging,False
EVT-000148,2026-02-09T05:26:20Z,CTRL-IAM-018,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_023,manual,approved,staging,False
EVT-000855,2026-02-09T09:29:53Z,CTRL-SRV-001,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_046,maintenance,approved,production,False
EVT-000320,2026-02-09T09:33:01Z,CTRL-NET-010,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_023,maintenance,approved,staging,True
EVT-000787,2026-02-09T11:05:09Z,CTRL-LOG-001,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,rollback,admin_046,maintenance,pending,production,True
EVT-000351,2026-02-09T11:18:24Z,CTRL-LOG-015,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_039,change_request,approved,development,True
EVT-000055,2026-02-10T05:40:45Z,CTRL-NET-011,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_013,emergency,emergency,development,False
EVT-000584,2026-02-10T08:11:30Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_043,maintenance,approved,development,True
EVT-000841,2026-02-10T11:15:46Z,CTRL-SRV-011,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_038,maintenance,pending,development,False
EVT-000171,2026-02-10T11:42:52Z,CTRL-LOG-021,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_024,maintenance,approved,production,True
EVT-000204,2026-02-10T15:22:31Z,CTRL-LOG-023,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_016,change_request,approved,development,True
EVT-000652,2026-02-10T16:02:17Z,CTRL-LOG-023,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_041,maintenance,approved,development,True
EVT-000794,2026-02-11T06:41:05Z,CTRL-IAM-017,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_032,manual,pending,production,True
EVT-000106,2026-02-11T09:35:20Z,CTRL-SRV-007,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_032,manual,pending,development,False
EVT-000622,2026-02-11T11:38:29Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_003,maintenance,approved,testing,True
EVT-000635,2026-02-11T13:03:15Z,CTRL-NET-014,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_005,change_request,approved,staging,True
EVT-000922,2026-02-12T05:57:18Z,CTRL-LOG-011,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_014,manual,approved,development,True
EVT-000788,2026-02-12T09:28:17Z,CTRL-NET-017,Network,Palo Alto Firewall,threat_prevention,Enabled,Disabled,True,CRITICAL,modification,admin_045,manual,pending,production,True
EVT-000679,2026-02-12T11:06:49Z,CTRL-NET-006,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_006,change_request,approved,staging,True
EVT-000302,2026-02-12T11:46:19Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_017,maintenance,approved,testing,True
EVT-000491,2026-02-12T13:41:05Z,CTRL-SRV-002,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_024,change_request,approved,staging,True
EVT-000543,2026-02-12T19:19:46Z,CTRL-NET-015,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_013,maintenance,approved,development,True
EVT-000572,2026-02-12T23:09:06Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_009,maintenance,approved,production,True
EVT-000492,2026-02-13T08:49:35Z,CTRL-IAM-019,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_011,maintenance,approved,development,True
EVT-000957,2026-02-13T12:10:17Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_005,manual,approved,testing,True
EVT-000589,2026-02-13T14:44:18Z,CTRL-IAM-010,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_033,maintenance,approved,staging,True
EVT-000757,2026-02-13T16:30:46Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,rollback,admin_045,manual,pending,testing,False
EVT-000004,2026-02-13T21:14:48Z,CTRL-NET-011,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_048,manual,emergency,development,False
EVT-000733,2026-02-14T03:26:12Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,rollback,admin_016,maintenance,pending,development,True
EVT-000005,2026-02-14T13:18:53Z,CTRL-CLD-019,Cloud,AWS EC2,ebs_encryption,AES256,AES128,True,CRITICAL,modification,admin_036,manual,pending,development,False
EVT-000480,2026-02-14T14:08:07Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_031,change_request,approved,testing,True
EVT-000192,2026-02-14T15:51:38Z,CTRL-LOG-028,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_012,change_request,approved,testing,True
EVT-000700,2026-02-14T22:55:42Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_032,change_request,approved,production,True
EVT-000316,2026-02-15T10:15:47Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_041,maintenance,approved,testing,True
EVT-000225,2026-02-15T10:37:04Z,CTRL-SRV-014,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_045,maintenance,approved,staging,False
EVT-000496,2026-02-15T11:18:48Z,CTRL-SRV-011,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_013,change_request,approved,development,True
EVT-000214,2026-02-15T16:16:02Z,CTRL-CLD-013,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_020,maintenance,approved,production,True
EVT-000314,2026-02-16T09:00:58Z,CTRL-LOG-022,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_049,maintenance,approved,staging,True
EVT-000996,2026-02-16T09:37:20Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_045,emergency,approved,testing,True
EVT-000294,2026-02-17T08:13:58Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_036,change_request,approved,development,True
EVT-000724,2026-02-17T09:04:49Z,CTRL-IAM-024,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_049,change_request,approved,testing,True
EVT-000637,2026-02-17T14:01:52Z,CTRL-LOG-017,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_023,maintenance,approved,production,True
EVT-000348,2026-02-17T16:41:37Z,CTRL-SRV-020,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_020,maintenance,approved,testing,True
EVT-000410,2026-02-18T10:21:07Z,CTRL-IAM-022,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_010,maintenance,approved,staging,True
EVT-000012,2026-02-18T11:44:55Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_006,manual,emergency,testing,False
EVT-000872,2026-02-18T13:17:33Z,CTRL-NET-003,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_008,emergency,approved,development,False
EVT-000595,2026-02-18T14:18:37Z,CTRL-IAM-008,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_024,maintenance,approved,testing,True
EVT-000739,2026-02-18T16:56:10Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Disabled,True,HIGH,rollback,admin_036,maintenance,expired,production,True
EVT-000754,2026-02-19T11:50:49Z,CTRL-CLD-016,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,rollback,admin_010,manual,pending,testing,False
EVT-000413,2026-02-19T11:51:21Z,CTRL-SRV-016,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_043,change_request,approved,testing,True
EVT-000416,2026-02-19T11:52:14Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_028,maintenance,approved,production,True
EVT-000954,2026-02-19T12:56:17Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_009,emergency,approved,production,True
EVT-000796,2026-02-19T13:31:05Z,CTRL-CLD-022,Cloud,AWS EC2,instance_metadata_v2,Required,Optional,True,HIGH,modification,admin_041,maintenance,pending,staging,False
EVT-000504,2026-02-19T21:30:23Z,CTRL-LOG-018,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_024,maintenance,approved,staging,True
EVT-000720,2026-02-20T09:20:37Z,CTRL-IAM-021,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_041,maintenance,approved,production,True
EVT-000082,2026-02-20T10:40:55Z,CTRL-IAM-014,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_007,change_request,approved,staging,False
EVT-000559,2026-02-20T14:22:44Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_005,change_request,approved,production,True
EVT-000370,2026-02-20T14:33:41Z,CTRL-NET-021,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_018,maintenance,approved,production,True
EVT-000045,2026-02-21T02:06:51Z,CTRL-IAM-023,Identity,Microsoft Entra ID,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_025,manual,pending,development,False
EVT-000935,2026-02-21T08:48:40Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_005,emergency,approved,development,True
EVT-000516,2026-02-21T08:52:47Z,CTRL-NET-028,Network,Palo Alto Firewall,logging_enabled,Enabled,Enabled,False,NONE,modification,admin_006,maintenance,approved,testing,True
EVT-000128,2026-02-21T14:53:06Z,CTRL-SRV-022,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_004,manual,approved,staging,False
EVT-000147,2026-02-21T15:44:02Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_010,manual,approved,testing,False
EVT-000661,2026-02-22T04:45:47Z,CTRL-CLD-018,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_039,change_request,approved,staging,True
EVT-000745,2026-02-22T05:20:15Z,CTRL-IAM-016,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,rollback,admin_005,maintenance,pending,testing,True
EVT-000452,2026-02-22T08:14:12Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_016,change_request,approved,staging,True
EVT-000376,2026-02-22T10:00:03Z,CTRL-CLD-012,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_004,maintenance,approved,testing,True
EVT-000409,2026-02-22T11:48:00Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_026,maintenance,approved,development,True
EVT-000880,2026-02-22T12:57:56Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_045,manual,approved,testing,False
EVT-000656,2026-02-22T13:33:51Z,CTRL-LOG-018,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_005,change_request,approved,staging,True
EVT-000018,2026-02-22T15:30:59Z,CTRL-LOG-015,Cloud,AWS CloudTrail,kms_encryption,Enabled,Disabled,True,CRITICAL,modification,admin_021,manual,pending,development,False
EVT-000432,2026-02-22T16:05:06Z,CTRL-CLD-012,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_041,maintenance,approved,testing,True
EVT-000123,2026-02-22T18:17:28Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_045,manual,pending,testing,False
EVT-000141,2026-02-22T23:52:32Z,CTRL-CLD-004,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_015,change_request,pending,testing,False
EVT-000992,2026-02-23T11:11:47Z,CTRL-SRV-011,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_046,change_request,approved,development,False
EVT-000109,2026-02-23T15:09:15Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_006,change_request,pending,testing,False
EVT-000921,2026-02-24T10:56:17Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_038,maintenance,approved,testing,False
EVT-000573,2026-02-24T21:20:55Z,CTRL-IAM-017,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_042,maintenance,approved,production,True
EVT-000640,2026-02-25T08:12:32Z,CTRL-SRV-024,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_026,change_request,approved,testing,True
EVT-000102,2026-02-25T09:57:08Z,CTRL-NET-007,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_043,manual,pending,development,False
EVT-000520,2026-02-25T10:16:33Z,CTRL-IAM-026,Identity,Microsoft Entra ID,risk_policy,Enabled,Enabled,False,NONE,modification,admin_042,change_request,approved,staging,True
EVT-000843,2026-02-25T10:25:20Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_033,change_request,expired,development,True
